device,filedate,filetimeutc,intersectid,key,laneid,localtimems,minendtime,movementphase,signalgroupid,uuid
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzA2MDZ9,2,41130606,0,0,5,06f0ae2dbfd155937261dd2ad94b54cc
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzExMDZ9,1,41131106,15329,1,2,2f5e97693cc91a4cf8caee63d06e1feb
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzE2MDZ9,1,41131606,15329,1,2,b10415f007d002817712a436f2600992
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzIxMDZ9,2,41132106,0,0,5,571e9755a21e245788fa56b02d309112
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzM2MDZ9,2,41133606,0,0,5,cf4a16ac955ae2d4e0f7341e63e01b84
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzQxMDZ9,2,41134106,0,0,5,caf5cf585370c12fc1d64ae63a2c8534
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzQ2MDZ9,2,41134606,0,0,5,3112d518999ff14dc68f73b84d48e183
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzUxMDd9,2,41135107,0,0,5,656e8d13262ce409885bc8788277d9e2
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzU2MDd9,2,41135607,0,0,5,593a4a850611339b42acb074b5040657
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzYxMDd9,2,41136107,0,0,5,508bf0a1a22726adf6df362df9bed132
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzY2MDd9,2,41136607,0,0,5,69af2b4553da9303cc64131cb2d48d0a
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzcxMDd9,2,41137107,0,0,5,593a6b7044a6f35fc6f1901ce7ab9a90
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzc2MDd9,2,41137607,0,0,5,2868b64d8938d9065b83099fd46907d2
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzgxMDd9,2,41138107,0,0,5,7514476c3e9566b212a868769a955259
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzg2MDd9,2,41138607,0,0,5,da7ea070a077e3fa0c24766b39cac83b
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzkxMDd9,2,41139107,0,0,5,c071454e6013ed9bdb9228ae7dd1d574
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExMzk2MDd9,2,41139607,0,0,5,4210c24b625f9e3413cc7342130b5991
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDAxMDd9,2,41140107,0,0,5,be708e37b2d8372709bfd67516651f15
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDA2MDd9,2,41140607,0,0,5,8e2b8223eee493032205eccd54dad6d4
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDExMDd9,2,41141107,0,0,5,91f1bcd1360dc15db323672db4474f32
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDE2MDd9,2,41141607,0,0,5,e563c19d5e082098eb9e9f02ec76f945
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDIxMDd9,2,41142107,0,0,5,c8c734b29fa94e6828f7188b1ad6637a
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDI2MDd9,2,41142607,0,0,5,f02f248056a030c9decb98cde91155f4
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDMxMDd9,2,41143107,0,0,5,83eaf656d49f720a1ea372fa7ea8f9c9
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDM2MDd9,2,41143607,0,0,5,8da678baedec66929fb5ed963688d850
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDQxMDd9,2,41144107,0,0,5,b4789deb25d210dba9ee537a2ab36ede
102989,20200607,112210,7510,eyJkZXZpY2UiOjEwMjk4OSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTEyMjEwLCJsb2NhbHRpbWVtcyI6NDExNDQ2MDd9,2,41144607,0,0,5,67decf0054d6f61aceed6f25b3ea7540
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjUzMDR9,2,44165304,9653,2,2,1fd7b5cabbf1ff9db89e176d29f210b4
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjU4MDR9,2,44165804,9664,3,2,a7dd6108a3750052b548e8c7437e2cc8
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjYzMDV9,2,44166305,9664,3,2,be7c00ef7b114aa40e91c2312f41f282
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjY4MDV9,2,44166805,9817,3,2,6b60241acc398d84d1be18ca93efd973
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjczMDV9,2,44167305,9817,3,2,28a357419936c20392c819f4d828b77f
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjc4MDV9,2,44167805,9817,3,2,1ec1d1d6a8240d898a18c9cde775a505
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjgzMDV9,2,44168305,9817,3,2,658f4ef0d374a21233c3ab8cf9ac8540
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjg4MDV9,2,44168805,9817,3,2,3cf308d02fe7e871c18327c20ef7fdd5
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjkzMDV9,2,44169305,9817,3,2,2df7c8b17635196789617a4b547c898a
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNjk4MDV9,2,44169805,9817,3,2,dbd5d539c2133072f72881092f8d6e86
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNzAzMDV9,2,44170305,9817,3,2,e30c305a8b0efe49069bec65fd8b4362
100943,20200607,121051,10,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxMDUxLCJsb2NhbHRpbWVtcyI6NDQxNzA4MDV9,2,44170805,9817,3,2,bd1e5a927934b5c49dc2b0f5e5ced66c
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMTc5MTN9,1,44217913,10265,3,2,4a162d060fe02f4a5270cbc341bc6962
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMTg0MTN9,1,44218413,10265,3,2,780cc5b549159f8fde2075b309c3adb4
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMTg5MTN9,1,44218913,10265,3,2,8eae43487afa307711cede94f4bf0373
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMTk0MjV9,1,44219425,10267,3,2,3f5433c1b350bd92543d4ec3e55e5797
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjAwMTN9,1,44220013,10274,3,2,cd425068514856483e62c4da4c29580e
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjA1MTN9,1,44220513,10279,3,2,1f3f39a9a93cf241cdca2dd73f3550f6
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjEwMTN9,1,44221013,10284,3,2,10c9b0bbe01b810c79769c586c14539d
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjE1MTN9,1,44221513,10287,3,2,a1d0532aadd4a5ecd4dff689c7eefba8
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjIwMTN9,1,44222013,10294,3,2,865a9ebd99a7bb50875d94737647037c
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjI1MTN9,1,44222513,10299,3,2,35b96c2814a5e3351bbd6542a315446a
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjMwMTN9,1,44223013,10304,3,2,7fbcdb8a14305f6f2362c5405ed0b701
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjM1MTN9,1,44223513,10305,3,2,ac810529a0c1189c72f0e44fb6fc876a
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjQwMTN9,1,44224013,10305,3,2,6050e12e5551e27b832b51b39d3c5497
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjQ1MTN9,1,44224513,10305,3,2,9212e1a44df0820e765d881c251e1899
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjUwMTN9,1,44225013,10305,3,2,94ab7a06456815aa841d9f4abba68b15
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjU1MTN9,1,44225513,10305,3,2,4e67c3cc0be8c057983d3eae084a9c1b
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjYwMTN9,1,44226013,10305,3,2,bf4cbcdfe3e6e860e530100452e5c682
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjY1MTN9,1,44226513,10305,3,2,a592f7360e1f2d09405b8d91b981290c
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjcwMTN9,1,44227013,10305,3,2,db450f8789b828bfc2c2d8d46af43878
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjc1MTN9,1,44227513,10305,3,2,fe2e98f2e8c82a91e8ac283f89db6761
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjgwMTN9,1,44228013,10305,3,2,c3bae913c3a042417eb7e137a6249ed3
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjg1MTN9,1,44228513,10305,3,2,52a59cd6177a0c995d08f0e18ce5cfe8
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjkwMTN9,1,44229013,10305,3,2,c99f97eee9293e8e16d8f293c2d02055
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMjk1MTV9,1,44229515,10305,3,2,169efa4526d8bc251b0c9df2bc2680ba
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzAxMTR9,1,44230114,10305,3,2,90b05da61424b3d18f2ef3c1ab6af1c8
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzA2MTR9,1,44230614,10505,1,2,a1dd622397b17307937fa613a447bc73
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzExMTR9,1,44231114,10505,1,2,faf3a574abf2395acf053e6766b3d1ad
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzE2MTV9,1,44231615,10505,1,2,bbb91772702f3d5a01a43032131cd639
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzIyMTV9,1,44232215,10505,1,2,d07cfc72601daec9b769cc2bd50e0134
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzI4MTR9,1,44232814,10505,1,2,711f408edbafd90d187f0a9a83f3053c
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzMzMTV9,1,44233315,10505,1,2,9b9b3270c5257514a19e49ca5c0c380b
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzM5MTR9,1,44233914,10505,1,2,954265c659c3f7779aa797a9482678ab
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzQ0MTV9,1,44234415,10505,1,2,b7ad793e0d1309b2a6e64731de1706ee
100943,20200607,121639,8,eyJkZXZpY2UiOjEwMDk0MywiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTIxNjM5LCJsb2NhbHRpbWVtcyI6NDQyMzUwMTR9,1,44235014,10505,1,2,77aabf7af2e9771629bed00189fe1c97
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTIyNjl9,3,57512269,33,3,4,11ca664669a25970ba4c1f7652c0e7bf
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTI3Njl9,3,57512769,33,3,4,53c508ee683ed30f8571c21408aa652f
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTMyNjl9,3,57513269,33,3,4,6f545ad1790573019eff6ee3e7efdb50
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTM3Njl9,3,57513769,33,3,4,1a85312e5fb6120c0c1a0b6bafad9c58
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTQyNjl9,3,57514269,33,3,4,d07809bb99c7c77aff4bd0ec8e7328a3
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTQ3Njl9,3,57514769,33,3,4,3ebe96387748cd845e2f50b7a39e5007
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTUyNzB9,3,57515270,33,3,4,6bb4ca7d17e2040ddd1d670219033b70
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTU3NzB9,3,57515770,33,3,4,5aa4adc689c114e437f9072512171e9d
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTYzNjl9,3,57516369,33,3,4,f7f4a9068aab0039f8d7336ff1b06cee
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTY4Njl9,3,57516869,33,3,4,62287ec63d54d19255d0580c3caa7cce
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTczNzJ9,3,57517372,33,3,4,822700f4b145d050c890433acd745950
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTc5Njl9,3,57517969,-30103,3,4,368dd32b2bc5ae2af83992351a89cca2
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MTg5NzB9,3,57518970,-30103,3,4,73cba8a562d9f276c8bec561f683f2e2
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MjAwNjl9,3,57520069,-30103,3,4,ed03fc6978bdb8eb9bfbde4179a31346
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MjA1Njl9,3,57520569,-30103,3,4,2df20fbe09ac4184ebbdf1cf7116cd3a
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MjEwNjl9,3,57521069,-30103,3,4,70517550f9134d3dd9024a31ca13272e
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MjE1Njl9,3,57521569,-30103,3,4,0132a3a24100ed5dd2fd85f49d4bc0ff
102645,20200607,145857,4,eyJkZXZpY2UiOjEwMjY0NSwiZmlsZWRhdGUiOjIwMjAwNjA3LCJmaWxldGltZXV0YyI6MTQ1ODU3LCJsb2NhbHRpbWVtcyI6NTc1MjIwNjl9,3,57522069,-30103,3,4,c0a8d8a13f57648399996142169f95bd
